date,Delta,Gamma
2023-08-09,0.1323690028357305,9.094947017729282e-09
2023-08-10,0.13229534988568048,-3.637978807091713e-08
2023-08-11,0.13217548553257075,0.0
2023-08-14,0.13207240021984035,0.0
2023-08-15,0.1321296129390248,1.8189894035458565e-08
2023-08-16,0.13207754775521607,-9.094947017729282e-09
2023-08-17,0.13213369272762066,9.094947017729282e-09
2023-08-18,0.1322144952837334,9.094947017729282e-09
2023-08-21,0.13211349205448641,0.0
2023-08-22,0.13204340725678776,0.0
2023-08-23,0.132265488559824,-9.094947017729282e-09
2023-08-24,0.1322107425721697,9.094947017729282e-09
2023-08-25,0.13211766083713883,-9.094947017729282e-09
2023-08-28,0.13220968235145847,0.0
2023-08-29,0.1324762238709809,0.0
2023-08-30,0.13246485063973523,0.0
2023-08-31,0.13257058819817757,-9.094947017729282e-09
2023-09-01,0.13255995936560794,-1.8189894035458565e-08
2023-09-04,0.1325914980043308,0.0
2023-09-05,0.13240413713901944,1.8189894035458565e-08
2023-09-06,0.1322839213116822,-1.8189894035458565e-08
2023-09-07,0.13248426180325623,1.8189894035458565e-08
2023-09-08,0.13242578806966776,0.0
2023-09-11,0.13248296288566053,-9.094947017729282e-09
2023-09-12,0.13247273641354695,1.8189894035458565e-08
2023-09-13,0.13255106064207212,-1.8189894035458565e-08
2023-09-14,0.13249912299215794,-1.8189894035458565e-08
2023-09-15,0.1324849197999356,-9.094947017729282e-09
2023-09-18,0.13246277142116014,9.094947017729282e-09
2023-09-19,0.13242130207800074,-1.8189894035458565e-08
2023-09-20,0.13238148376331083,0.0
2023-09-21,0.1323422168752586,-1.8189894035458565e-08
2023-09-22,0.13242993913991086,-3.637978807091713e-08
2023-09-25,0.1324418116837478,0.0
2023-09-26,0.13249513740447583,-1.8189894035458565e-08
2023-09-27,0.13238857745818677,0.0
2023-09-28,0.13256338716018945,0.0
2023-09-29,0.1326317625171214,1.8189894035458565e-08
2023-10-02,0.13246169337435276,0.0
2023-10-03,0.13241985805052536,-9.094947017729282e-09
2023-10-04,0.13261375868296454,9.094947017729282e-09
2023-10-05,0.1327076319967091,-9.094947017729282e-09
2023-10-06,0.13265735635741294,9.094947017729282e-09
2023-10-09,0.13264928941225662,9.094947017729282e-09
2023-10-10,0.13289155624534033,-2.7284841053187847e-08
2023-10-11,0.13292192525113933,0.0
2023-10-12,0.13277877221753442,9.094947017729282e-09
2023-10-13,0.1328415518401016,0.0
2023-10-16,0.13276523382046435,0.0
2023-10-17,0.1325846581494261,-1.8189894035458565e-08
2023-10-18,0.13260971675208566,2.7284841053187847e-08
2023-10-19,0.13271620571231324,9.094947017729282e-09
2023-10-20,0.13285558015923016,0.0
2023-10-23,0.1329248542788264,-1.8189894035458565e-08
2023-10-24,0.13296726597218367,-1.8189894035458565e-08
2023-10-25,0.13288291354456305,9.094947017729282e-09
2023-10-26,0.13304810695444758,1.8189894035458565e-08
2023-10-27,0.13313204608493834,0.0
2023-10-30,0.13309250939528283,-1.8189894035458565e-08
2023-10-31,0.13304459594110085,0.0
2023-11-01,0.13329740713743377,1.8189894035458565e-08
2023-11-02,0.13327629794730456,0.0
2023-11-03,0.1335946445578884,-1.8189894035458565e-08
2023-11-06,0.13345457714422082,-1.8189894035458565e-08
2023-11-07,0.1335613224455301,0.0
2023-11-08,0.13355272212720593,0.0
2023-11-09,0.13339706733859202,1.8189894035458565e-08
